cell,tag,split,graph,knn,frac,k,mu,method,n_sel_models,n_rep_models,r_full,r,p,rho,r_train,r_val,purity,P_hard,n_cc,largest_cc_frac,tiles,blocks,moran_I,jaccard_vs_smallest
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.1,941,10.0,nullsel,112,188,0.8994604468554082,0.24630380006643818,0.0006561644155328574,0.25455438624373977,,,0.5725818268260027,0.49256110520722635,120,0.10414452709883103,22,133,0.5259457729388299,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.1,941,10.0,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.1,941,10.0,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.25,2353,0.0,oodselect,112,188,0.8994604468554082,-0.5699491631878886,1.3828909406064717e-17,-0.5710650409881216,-0.49431364462901467,,0.5388744139033771,0.5445813854653634,247,0.17892052698682534,23,232,0.38573612305340593,2.266715787730772
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.25,2353,0.0,nullsel,112,188,0.8994604468554082,0.8394282702693253,3.840465855642075e-51,0.8230963866519053,,,0.2637907997634696,0.8751806204844879,329,0.03612409689757756,23,280,0.017650711760771952,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.25,2353,0.0,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.25,2353,0.0,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.25,2353,0.1,oodselect,112,188,0.8994604468554082,-0.5607727374860896,5.802389673064414e-17,-0.5604292600465597,-0.5049189626079138,,0.5560431782775896,0.5228644283892903,224,0.15214619634509138,22,217,0.4087369828986338,2.758314414239537
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.25,2353,0.1,nullsel,112,188,0.8994604468554082,0.8652611818389583,1.1227742603490218e-57,0.8530766827344197,,,0.25953499622967097,0.876243093922652,379,0.04334891627709307,23,279,0.013757523645743766,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.25,2353,0.1,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.25,2353,0.1,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.25,2353,0.3,oodselect,112,188,0.8994604468554082,-0.5522295018045829,2.1204371422555485e-16,-0.5529630826968541,-0.49477237085068565,,0.5411392377148496,0.5403314917127072,240,0.15427114322141947,23,224,0.3886500429922614,2.168683819891143
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.25,2353,0.3,nullsel,112,188,0.8994604468554082,0.8669915757688601,3.6713452271900576e-58,0.8483123441160056,,,0.2589701978266277,0.8764980875478113,353,0.037824054398640033,23,286,0.012276679086653293,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.25,2353,0.3,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.25,2353,0.3,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.25,2353,1.0,oodselect,112,188,0.8994604468554082,-0.5787512237496153,3.3489137711813453e-18,-0.580104280861193,-0.5004315191217569,,0.5654329059239824,0.5114747131321717,230,0.1483212919677008,23,221,0.4214435845992166,2.515166158090541
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.25,2353,1.0,nullsel,112,188,0.8994604468554082,0.8543178576616722,9.376612769747597e-55,0.8356935291323594,,,0.2596505285608946,0.8736081597960051,367,0.0416489587760306,23,278,0.01418744625967326,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.25,2353,1.0,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.25,2353,1.0,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.25,2353,3.0,oodselect,112,188,0.8994604468554082,-0.5798560744660559,2.7943700395264507e-18,-0.5827320718732447,-0.5071142291757882,,0.5911777879823908,0.4801529961750956,201,0.1920951976200595,23,208,0.4567688927104232,2.912647093783431
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.25,2353,3.0,nullsel,112,188,0.8994604468554082,0.8340293309506476,6.369600684734294e-50,0.8177631448246965,,,0.27927157631184774,0.853251168720782,341,0.035699107522311944,23,265,0.039481226712525075,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.25,2353,3.0,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.25,2353,3.0,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.25,2353,10.0,oodselect,112,188,0.8994604468554082,-0.6031005368832318,5.2589162584111494e-20,-0.6042149406624923,-0.5197557752132066,,0.6626882092555154,0.39260518487037827,157,0.15342116447088822,22,194,0.5535014808445591,3.801160860898657
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.25,2353,10.0,nullsel,112,188,0.8994604468554082,0.8100226703622229,5.505275201048212e-45,0.7900115044871111,,,0.32597921485302916,0.7881852953676158,325,0.06374840628984275,23,280,0.10475781026081972,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.25,2353,10.0,hard,112,188,0.8994604468554082,0.4032822299499361,9.567817022173615e-09,0.4532424773838399,,,0.5405089754216059,0.5434339141521461,213,0.14959626009349766,23,239,0.3879096207127162,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.25,2353,10.0,random,112,188,0.8994604468554082,0.8869011707963665,2.718789511852588e-64,0.8683160645623871,,,0.24881508396731375,0.8901402464938376,384,0.024649383765405864,23,284,-0.0012181140728002293,
